Node,No delivery due to covid,L1 and L2 places attended - 2019/20,Number of instructors,Level 3 Places Attended (2018/19),Levels 1 and 2 Places Attended (2018/19),Level 3 places attended - 2019/20,Number of schools,Level 3 Places Attended (2020/21),% schools that booked Bikeability,Plus Places Attended (2020/21),Levels 1 and 2 places attended (2020/21)
BH8,,0,1,0,0,0,9,0,0,0,0
BN18,,0,1,0,0,0,9,0,33,0,68
BS27,,0,1,0,0,0,4,0,0,0,0
DA7,,0,1,0,0,0,6,0,0,0,0
DA8,,0,1,0,0,0,9,0,0,0,0
DA9,,0,1,0,0,0,11,0,0,0,0
DA15,,0,1,0,0,0,9,0,0,0,0
DA17,,0,1,0,0,0,14,0,0,0,0
DN41,,0,1,0,0,0,21,0,0,0,0
DT8,,0,1,0,0,0,2,0,0,0,0
E12,,0,1,0,0,0,13,0,0,0,0
E14,,0,1,0,0,0,12,0,0,0,0
E15,,0,1,0,0,0,16,0,0,0,0
E20,,0,1,0,0,0,4,0,0,0,0
EC1N,,0,1,0,0,0,15,0,0,0,0
EC1Y,,0,1,0,0,0,3,0,0,0,0
EN2,,0,1,0,0,0,17,0,0,0,0
EN4,,0,1,0,0,0,9,0,0,0,0
EN6,,0,1,0,0,0,14,0,0,0,0
EN7,,0,1,0,0,0,12,0,0,0,0
HA9,,0,1,0,0,0,14,0,0,0,0
HD4,,0,1,0,0,0,16,0,0,0,0
IP11,,0,1,0,0,0,5,0,0,0,0
KT7,,0,1,0,0,0,19,0,0,0,0
KT11,YES,0,1,0,0,0,10,0,10,0,0
L14,,0,1,0,0,0,14,0,0,0,0
L17,,0,1,0,0,0,7,0,0,0,0
LE2,,0,1,0,0,0,3,0,0,0,0
ME14,,0,1,0,0,0,2,0,0,0,0
N2,,0,1,0,0,0,14,0,0,0,0
N7,,0,1,0,0,0,10,0,0,0,0
N20,,0,1,0,0,0,13,0,0,0,0
NE12,,0,1,0,0,0,11,0,0,0,0
NR7,YES,0,1,0,0,0,13,0,15,0,0
NR17,YES,0,1,0,0,0,9,0,11,0,0
NR23,,0,1,0,0,0,11,6,36,24,12
NR30,,0,1,0,0,0,10,0,0,0,0
NW6,,0,1,0,0,0,12,0,17,30,48
PL1,,0,1,0,0,0,9,0,11,0,18
PL12,,0,1,0,0,0,6,0,0,0,0
RM6,,0,1,0,0,0,12,0,0,0,0
S21,,0,1,0,0,0,14,0,0,0,0
SE4,,0,1,0,0,0,8,0,0,0,0
SE24,,0,1,0,0,0,10,0,0,0,0
SE26,,0,1,0,0,0,19,0,0,0,0
SG13,,0,1,0,0,0,10,0,0,0,0
SG17,,0,1,0,0,0,11,0,0,0,0
SP4,,0,1,0,0,0,4,0,0,0,0
SW1P,,0,1,0,0,0,24,0,0,0,0
SW2,,0,1,0,0,0,26,0,0,0,0
SW3,,0,1,0,0,0,24,0,0,0,0
SW5,,0,1,0,0,0,31,0,0,0,0
SW8,,0,1,0,0,0,10,0,0,0,0
SY14,,0,1,0,0,0,17,0,0,0,0
SY16,,0,1,0,0,0,25,0,0,0,0
TF11,,0,1,0,0,0,9,0,0,0,0
TS22,,0,1,0,0,0,5,0,20,0,53
TW3,,0,1,0,0,0,12,0,0,0,0
TW7,,0,1,0,0,0,15,0,0,0,0
W1D,,0,1,0,0,0,12,0,0,0,0
W1K,,0,1,0,0,0,5,0,0,0,0
W3,,0,1,0,0,0,10,0,0,0,0
W14,,0,1,0,0,0,15,0,0,0,0
WA1,,0,1,0,0,0,1,0,0,0,0
WA2,,0,1,0,0,0,11,0,0,0,0
WA4,,0,1,0,0,0,12,0,0,0,0
TS11,,8,1,0,0,0,4,0,25,0,20
L39,,9,1,0,0,0,3,0,0,0,0
IP14,,12,1,0,0,0,5,6,60,0,95
NR24,,13,1,0,0,0,13,0,15,0,24
PL32,,14,1,0,0,0,3,0,0,0,0
BH16,,15,1,0,0,0,6,0,50,0,26
CV12,YES,16,1,0,0,0,12,0,8,0,0
L6,YES,17,1,0,0,0,7,0,14,0,0
PE12,,19,1,0,0,0,6,0,33,0,20
TS5,,22,1,0,0,0,9,0,0,0,0
TS29,,24,1,0,0,0,8,0,0,0,0
PL23,,25,1,0,0,0,5,0,60,57,113
TR5,,29,1,0,0,0,7,0,43,0,24
TR4,,33,1,0,0,0,7,0,0,0,0
S5,,37,1,0,0,0,5,0,40,0,19
OX28,,38,1,0,0,0,9,0,11,0,27
HP23,,39,1,0,0,0,6,0,33,30,0
PE30,YES,42,1,0,0,0,21,0,5,0,0
NR15,YES,44,1,0,0,0,12,0,25,0,0
OX5,,50,1,0,0,0,3,0,0,0,0
IP21,YES,51,1,0,0,0,8,0,38,0,0
B21,YES,53,1,0,0,0,16,0,6,0,0
B46,,53,1,0,0,0,7,0,14,0,93
DH8,YES,53,1,0,0,0,20,0,10,0,0
NP19,,53,1,0,0,0,6,0,83,0,73
ST14,,55,1,0,0,0,10,0,30,0,48
KT4,,62,1,0,0,0,11,0,27,0,38
TS1,,63,1,0,0,0,8,0,38,0,69
NW5,,65,1,0,0,0,12,0,42,10,96
PL6,,65,1,0,0,0,2,0,50,20,46
PO21,,70,1,0,0,0,5,0,40,0,36
PR3,,71,1,0,0,0,12,0,33,0,102
DE5,,72,1,0,0,0,9,0,33,29,54
TN37,,72,1,0,0,0,13,0,31,0,212
L5,,79,1,0,0,0,9,0,0,0,0
B76,,84,1,0,0,0,8,0,25,23,19
ST18,,97,1,0,0,0,12,0,17,0,42
SK1,,100,1,0,0,0,4,0,75,0,37
NW10,,107,1,0,0,0,20,0,35,0,9
L19,,116,1,0,0,0,5,0,0,0,0
SO14,YES,119,1,0,0,0,7,0,14,0,0
L30,,124,1,0,0,0,12,0,8,0,45
RG26,,125,1,0,0,0,15,0,27,0,94
WA6,,126,1,0,0,0,13,0,8,0,19
PL35,,137,1,0,0,0,9,0,33,0,267
LA18,,145,1,0,0,0,12,0,0,0,0
PL2,,150,1,0,0,0,14,0,50,135,258
B19,,152,1,0,0,0,16,0,0,0,0
PL22,,157,1,0,0,0,10,0,80,36,186
HD9,,164,1,0,0,0,7,0,43,71,112
WN1,,183,1,0,0,0,9,0,78,89,102
DE7,,184,1,0,0,0,14,0,50,151,47
WD25,,194,1,0,0,0,21,0,5,0,33
SO42,,197,1,0,0,0,19,0,37,89,36
PL4,,206,1,0,0,0,12,0,25,34,127
DN34,,217,1,0,0,0,11,0,36,0,54
PO3,,332,1,0,0,0,16,0,38,0,124
N13,,333,1,0,0,0,23,0,52,35,169
PO32,,342,1,0,0,0,11,0,45,0,252
DE56,,352,1,0,0,0,34,0,44,274,285
B5,,0,2,0,0,0,2,0,0,0,0
BN13,,0,2,0,0,0,8,0,13,0,3
BR5,,0,2,0,0,0,16,0,0,0,0
DA6,,0,2,0,0,0,5,0,0,0,0
DE11,,0,2,0,0,0,7,0,0,0,0
DY9,,0,2,0,0,0,4,0,0,0,0
E8,,0,2,0,0,0,23,0,0,0,0
E9,,0,2,0,0,0,21,0,0,0,0
E13,,0,2,0,0,0,12,0,0,0,0
EC1M,,0,2,0,0,0,12,0,0,0,0
EC2A,,0,2,0,0,0,4,0,0,0,0
HD2,,0,2,0,0,0,26,0,0,0,0
KT21,,0,2,0,0,0,6,0,0,0,0
MK43,,0,2,0,0,0,1,0,0,0,0
N5,,0,2,0,0,0,27,0,0,0,0
N21,,0,2,0,0,0,7,0,0,0,0
NE17,,0,2,0,0,0,8,0,0,0,0
NE27,,0,2,0,0,0,1,0,0,0,0
NE62,,0,2,0,0,0,3,0,0,0,0
NR11,YES,0,2,0,0,0,14,0,7,0,0
NR33,,0,2,0,0,0,1,36,100,0,0
NW9,,0,2,0,0,0,23,0,0,0,0
OL3,,0,2,0,0,0,13,0,0,0,0
OL12,,0,2,0,0,0,39,0,0,0,0
PO39,,0,2,0,0,0,7,0,14,0,90
RH8,,0,2,0,0,0,6,0,0,0,0
RM8,,0,2,0,0,0,13,0,0,0,0
RM16,,0,2,0,0,0,10,0,0,0,0
S17,,0,2,0,0,0,3,0,0,0,0
SE2,,0,2,0,0,0,27,0,0,0,0
SE6,,0,2,0,0,0,11,0,0,0,0
SE9,,0,2,0,0,0,8,0,0,0,0
SE20,,0,2,0,0,0,9,0,0,0,0
SE21,,0,2,0,0,0,14,0,0,0,0
SE23,,0,2,0,0,0,8,0,0,0,0
SE25,,0,2,0,0,0,28,0,0,0,0
SG5,,0,2,0,0,0,12,0,0,0,0
SG10,,0,2,0,0,0,13,0,0,0,0
SG18,,0,2,0,0,0,18,0,0,0,0
SN26,,0,2,0,0,0,15,0,0,0,0
SW4,,0,2,0,0,0,18,0,0,0,0
W1G,,0,2,0,0,0,15,0,0,0,0
W1J,,0,2,0,0,0,15,0,0,0,0
W1W,,0,2,0,0,0,12,0,0,0,0
W10,,0,2,0,0,0,10,0,0,0,0
WA12,,0,2,0,0,0,15,0,0,0,0
NR3,,12,2,0,0,0,9,0,33,0,60
IP32,,22,2,0,0,0,15,0,0,0,0
TR3,,36,2,0,0,0,14,0,36,0,71
CT16,,39,2,0,0,0,12,0,25,0,216
BN21,,47,2,0,0,0,4,0,25,0,46
GL2,,52,2,0,0,0,5,0,60,0,26
PL24,,55,2,0,0,0,16,16,75,145,241
CV9,,96,2,0,0,0,13,0,23,0,60
TR7,,112,2,0,0,0,9,0,67,29,46
WF7,,113,2,0,0,0,18,0,39,40,97
PL3,,117,2,0,0,0,11,0,36,109,113
ST15,,118,2,0,0,0,5,0,20,0,24
DE45,,125,2,0,0,0,28,0,25,27,40
CT2,,131,2,0,0,0,13,0,8,0,24
BD19,,134,2,0,0,0,9,0,56,28,66
CV22,,139,2,0,0,0,24,0,13,0,74
S70,,164,2,0,0,0,12,1,25,3,115
ST16,,168,2,0,0,0,10,0,10,0,24
RG17,,188,2,0,0,0,7,0,71,16,97
WR9,,188,2,0,0,0,31,0,19,0,121
WF9,,195,2,0,0,0,8,0,38,0,136
DN36,,207,2,0,0,0,8,0,25,0,73
CH63,,213,2,0,0,0,15,0,7,0,66
CH62,,221,2,0,0,0,9,0,56,0,183
DE6,,229,2,0,0,0,19,0,58,54,178
S66,,247,2,0,0,0,10,2,50,7,150
BN44,,0,3,0,0,0,4,0,0,0,0
CR4,,0,3,0,0,0,24,0,0,0,0
E3,,0,3,0,0,0,26,0,0,0,0
E17,,0,3,0,0,0,20,0,0,0,0
IG9,,0,3,0,0,0,20,0,0,0,0
L13,,0,3,0,0,0,4,0,0,0,0
NE20,,0,3,0,0,0,16,0,0,0,0
NE25,,0,3,0,0,0,18,0,0,0,0
RM5,,0,3,0,0,0,11,0,0,0,0
SE3,,0,3,0,0,0,12,0,0,0,0
SE8,,0,3,0,0,0,14,0,0,0,0
SG3,,0,3,0,0,0,18,0,0,0,0
SG4,,0,3,0,0,0,9,0,0,0,0
SG6,,0,3,0,0,0,29,0,0,0,0
SG19,,0,3,0,0,0,9,0,0,0,0
SN15,,0,3,0,0,0,11,0,0,0,0
SN25,,0,3,0,0,0,18,0,0,0,0
TW4,,0,3,0,0,0,7,0,0,0,0
W1H,,0,3,0,0,0,12,0,0,0,0
W2,,0,3,0,0,0,21,0,0,0,0
WA13,,0,3,0,0,0,21,0,0,0,0
WA14,,0,3,0,0,0,14,0,0,0,0
LS24,YES,13,3,0,0,0,8,0,13,0,0
TN27,,13,3,0,0,0,7,0,29,0,43
HP4,,28,3,0,0,0,8,0,0,0,0
TS13,,36,3,0,0,0,7,0,71,0,81
