Node,No delivery due to covid,L1 and L2 places attended - 2019/20,Number of instructors,Level 3 Places Attended (2018/19),Levels 1 and 2 Places Attended (2018/19),Level 3 places attended - 2019/20,Number of schools,Level 3 Places Attended (2020/21),% schools that booked Bikeability,Plus Places Attended (2020/21),Levels 1 and 2 places attended (2020/21)
CO9,,86,0,0,130,0,17,0,29,0,21
RH13,,114,0,0,130,0,13,0,15,0,29
NE49,,118,0,0,130,0,4,0,25,0,34
NG22,,246,0,3,130,0,12,0,33,0,132
SK11,,99,1,6,130,0,12,0,33,0,39
CM22,,196,0,0,132,0,9,0,44,0,31
BN27,,118,2,0,133,0,11,0,36,0,48
NG12,,34,0,0,133,0,10,0,10,0,23
BS39,,88,0,0,133,0,9,0,11,0,49
DN16,,198,0,0,133,0,27,0,19,0,40
CM6,,247,0,5,133,0,11,0,55,30,139
TF3,,105,1,0,134,0,21,0,33,0,138
DE15,,98,2,0,134,0,11,0,27,35,328
TQ12,,172,3,0,134,0,9,0,67,0,74
CA1,,185,0,5,134,0,10,0,40,0,47
N12,,64,2,0,135,0,14,0,64,15,162
HX6,YES,119,0,0,135,0,15,0,33,0,0
WS1,,151,1,0,136,0,13,0,38,0,27
HG2,YES,111,2,0,136,0,13,0,23,0,0
LL31,,125,2,0,136,0,26,0,4,0,21
WF13,,120,0,14,136,0,20,0,20,0,36
SN12,,130,2,0,137,0,12,0,17,0,24
TW14,,131,0,0,137,0,9,0,0,0,0
RG6,,145,0,0,137,0,9,0,44,0,101
NP10,,88,0,13,137,0,15,0,13,0,23
HU4,,57,1,0,138,0,13,0,0,0,0
DY13,,195,1,0,138,0,14,0,21,0,62
GL14,,156,4,0,138,0,9,0,67,0,61
KT24,,136,0,0,138,0,5,0,60,0,44
SG12,YES,114,1,6,138,0,20,0,15,0,0
OX15,,122,2,0,139,0,6,0,50,0,75
SE11,,130,1,0,140,0,13,0,38,36,235
LL17,,30,1,0,141,0,6,0,17,0,25
BA3,,166,1,0,141,0,24,0,25,0,150
BN8,,185,1,0,141,0,12,0,67,0,151
MK9,,51,2,0,141,0,13,0,38,0,115
EX1,,62,0,0,141,0,16,0,0,0,0
MK12,,127,1,10,141,0,9,0,22,0,58
BN22,,116,1,0,142,0,13,0,8,16,29
DY2,,132,0,0,142,0,9,0,56,0,119
DN22,,165,0,0,142,0,10,0,50,2,96
M5,,101,1,0,143,0,13,0,8,0,56
B20,YES,161,1,0,143,0,13,0,8,0,0
SO51,,185,1,0,143,0,8,0,25,0,41
DH9,,122,0,0,143,0,14,0,21,0,117
NE26,YES,140,0,0,143,0,6,0,17,0,0
HR3,,160,1,0,144,0,14,0,0,0,0
GU51,,171,0,0,144,0,8,0,50,0,155
EX3,YES,71,2,0,145,0,2,0,100,0,0
LS21,,155,0,0,145,0,15,0,20,97,54
GL17,,103,1,0,146,0,13,0,46,0,69
MK2,,152,1,0,146,0,18,0,28,0,82
SK17,,92,4,0,146,0,17,0,24,0,37
M3,,263,4,0,146,0,11,0,18,0,27
EN11,YES,180,0,0,146,0,12,0,17,0,0
PL30,,147,2,0,147,0,7,0,71,11,18
LL27,,71,3,8,147,0,14,0,0,0,0
BS32,,144,1,0,148,0,12,0,58,25,114
DN20,,49,0,0,148,0,6,0,50,1,51
ST2,,118,1,0,149,0,14,0,21,120,101
DN14,,138,1,0,149,0,13,0,15,12,58
WR12,,96,0,0,149,0,18,0,6,0,28
PE7,,154,0,0,149,0,14,0,29,0,34
SS11,,169,1,0,151,0,20,0,55,0,54
CV31,,197,0,0,151,0,14,0,36,0,102
TS23,,177,2,0,152,0,10,0,0,0,0
NE21,YES,84,0,0,152,0,6,0,33,0,0
TA19,,156,0,0,152,0,9,0,22,0,21
BD17,,109,3,0,153,0,5,0,40,0,134
LS6,,85,0,0,153,0,7,0,29,0,56
BN6,,110,0,0,153,0,8,0,25,0,53
LE67,,238,4,0,154,0,18,35,44,0,154
CB25,,131,3,0,155,0,6,0,67,0,75
CW8,,137,0,0,155,0,14,6,21,0,0
DL4,,170,0,0,155,0,14,0,21,99,43
GL12,,93,1,0,156,0,11,0,64,0,42
CV2,,113,1,0,156,0,26,0,0,0,0
B60,,144,2,0,156,0,12,0,25,0,26
E10,,155,3,0,156,0,11,0,27,0,124
HU10,YES,172,4,0,156,0,6,0,50,0,0
BN2,,430,6,0,158,0,27,0,30,30,0
LS5,,168,2,51,158,0,8,0,50,5,114
LL26,,67,4,0,159,0,22,0,14,0,61
PR8,,185,0,8,159,0,14,0,14,0,139
NN8,,162,1,0,161,0,9,0,22,0,24
HU15,YES,203,3,0,161,0,9,0,11,0,0
TW15,,181,3,0,162,0,12,0,8,2,2
CA3,,274,0,0,162,0,6,0,33,0,19
NG3,,237,3,4,162,0,33,0,45,303,420
WF4,,208,1,0,163,0,19,0,16,0,125
EX6,,327,1,0,163,0,18,26,28,100,131
PE26,,106,2,0,163,0,22,0,27,0,31
LE3,,79,1,6,163,0,27,0,11,0,48
DN12,,138,1,0,164,0,8,0,38,12,99
WR2,,138,1,0,165,0,12,0,17,0,40
WS5,,207,2,0,165,0,14,0,43,0,25
AL1,,335,1,0,166,0,22,0,18,0,23
S40,,195,3,0,166,0,18,0,6,4,48
S33,,140,1,0,167,0,10,0,20,12,94
HP20,,78,2,0,167,0,10,0,40,0,30
SR2,,157,2,0,167,0,19,0,47,0,46
UB4,,129,0,0,167,0,10,0,30,0,30
TQ8,,133,0,0,169,0,9,0,44,0,44
BS37,,306,1,0,170,0,20,41,20,0,33
CO6,,411,1,0,170,0,17,0,41,0,62
B29,,111,2,0,170,0,20,8,20,42,333
CA10,,267,3,0,170,0,15,0,47,0,80
BS4,,254,1,0,171,0,19,0,16,0,38
B23,YES,199,1,0,172,0,22,0,9,0,0
TR16,,216,1,0,172,0,5,0,20,0,28
B7,,245,0,0,172,0,10,0,20,0,12
BS11,,83,1,23,173,0,11,0,36,0,78
YO18,,200,2,34,173,0,20,0,0,0,0
PE33,,148,1,0,174,0,12,0,33,0,83
SO22,,166,1,0,174,0,14,0,29,0,78
BL9,,199,1,0,174,0,28,0,39,0,71
TN25,,100,2,0,174,0,10,0,20,0,40
NG32,,223,1,0,175,0,15,12,33,120,150
WV7,,274,2,0,175,0,23,0,0,0,0
LS4,,96,0,0,175,0,5,0,20,0,45
WN7,,219,0,0,176,0,12,0,8,0,28
WR6,,294,0,0,176,0,16,0,31,0,70
TA2,,155,1,0,177,0,16,0,31,0,124
LN7,,111,2,0,177,0,13,0,31,0,101
L16,,251,2,0,177,0,7,0,29,0,78
NE24,YES,181,0,0,177,0,11,0,9,0,0
CO5,,144,3,27,177,0,12,0,25,0,71
IG3,,792,1,0,178,0,19,0,37,10,371
KT5,,178,0,0,178,0,10,0,40,0,154
GU11,,179,0,0,178,0,16,0,19,0,71
ME10,,60,0,0,179,0,9,0,22,0,64
DT10,,109,0,0,179,0,13,0,31,2,112
EX12,,191,0,0,179,0,13,0,46,0,124
HR7,,148,1,0,180,0,10,0,50,0,72
ME12,,114,0,0,180,0,11,0,9,0,28
GL51,,192,1,0,181,0,19,0,47,0,60
B11,YES,216,1,0,181,0,19,0,5,0,0
L15,,381,1,0,181,0,6,0,50,0,106
HU2,,103,2,0,181,0,14,0,0,0,0
M45,,154,0,0,181,0,21,0,19,0,112
SO45,,170,0,0,181,0,14,0,43,0,94
WN4,,277,0,0,181,0,21,0,10,0,77
DN31,,139,1,0,182,0,21,0,29,24,105
NG18,,164,1,0,182,0,18,0,11,0,82
KT18,YES,148,3,0,182,0,8,0,25,0,0
YO32,,249,3,0,183,0,13,14,54,0,85
S80,,119,0,0,183,0,18,0,6,46,0
KT23,,179,0,0,183,0,7,0,57,0,113
SG14,YES,124,1,0,184,0,12,0,25,0,0
SR4,YES,199,1,0,184,0,16,0,31,0,0
GU21,,178,2,0,184,0,12,0,17,0,70
NE30,,308,2,0,184,0,18,0,28,20,0
LA21,,249,1,49,184,0,12,0,42,0,97
WD24,,185,2,19,185,0,30,0,20,0,177
DA3,,135,1,0,186,0,12,0,8,0,51
BH24,,295,3,3,186,0,10,0,10,0,18
NN17,,114,1,0,187,0,14,0,36,30,0
HX1,YES,298,1,0,187,0,10,0,10,0,0
CW5,,145,0,24,188,0,5,0,20,0,59
PR9,,126,0,0,189,0,20,0,15,0,39
DN18,,224,0,0,189,0,17,0,18,1,154
KT3,,288,0,0,189,0,12,0,25,0,41
M11,,153,4,0,191,0,10,0,20,72,73
LN9,,150,0,0,191,0,18,0,0,0,0
BD8,,31,1,0,192,0,20,0,5,24,127
RH7,YES,103,1,0,193,0,4,0,75,0,0
M23,,111,0,0,194,0,12,0,25,0,52
NE4,YES,94,1,0,196,0,19,0,16,0,0
BL7,,179,1,0,196,0,9,12,22,39,52
S60,,304,1,0,197,0,19,0,26,8,147
PR6,,135,0,0,197,0,8,0,50,0,40
DA1,,175,2,17,197,0,16,26,19,0,28
NN6,,400,2,0,198,0,23,0,48,0,176
BD9,,190,1,0,199,0,17,0,24,0,114
SO30,,167,1,0,202,0,15,0,80,0,169
M25,YES,205,1,0,202,0,15,0,13,0,0
LA22,,268,0,0,202,0,12,0,25,0,18
SP5,,409,0,0,202,0,16,0,25,0,158
EX2,,281,1,0,203,0,12,0,58,0,101
M32,,246,4,28,203,0,14,0,21,0,63
M6,,266,1,0,204,0,19,0,32,0,229
B69,,209,0,0,204,0,12,0,25,0,57
PR7,,373,0,0,205,0,18,0,39,0,122
BD23,,229,1,0,206,0,27,0,26,0,94
HD6,YES,249,1,0,206,0,15,0,27,0,0
BS3,YES,151,7,0,206,0,12,0,8,0,0
CA4,,135,1,0,207,0,9,0,44,0,60
RH16,,197,3,0,208,0,8,0,50,0,101
NN5,,112,0,0,208,0,12,0,42,0,73
SS3,,221,2,0,209,0,19,0,16,2,8
TW18,YES,172,1,0,210,0,8,0,50,0,0
MK10,,242,0,0,210,0,13,0,0,0,0
CW9,,286,0,0,210,0,23,0,22,0,89
RG29,,319,0,0,210,0,17,0,12,0,20
HR9,,116,0,12,210,0,20,0,0,0,0
SN3,,264,2,0,211,0,8,0,25,0,38
S73,,102,3,0,211,0,16,0,6,0,44
TN24,,171,0,0,211,0,16,0,13,0,77
CO10,,115,1,0,212,0,24,0,25,0,28
GU14,,273,1,0,212,0,10,0,40,0,81
LE12,,170,1,0,213,0,13,0,31,0,31
NG33,,361,1,0,213,0,27,12,22,48,279
WV13,,262,3,0,213,0,25,0,8,30,12
HP14,,111,2,0,214,0,13,0,15,0,56
CM9,,230,2,0,215,0,12,0,33,0,76
HR8,,185,2,11,215,0,23,0,0,0,0
M40,,259,0,0,216,0,18,0,22,0,34
WS12,,202,2,0,217,0,15,0,40,0,53
DY3,YES,402,5,0,217,0,12,0,8,0,0
BD13,YES,96,1,0,218,0,11,0,27,0,0
NE5,,224,3,0,218,0,7,0,43,0,60
HP17,,256,2,0,220,0,18,0,17,0,26
CA28,,210,0,0,220,0,17,0,29,0,42
BS9,,353,1,11,220,0,11,0,55,0,77
BA14,,119,3,0,221,0,24,0,46,0,104
WR11,,196,4,0,221,0,17,0,0,0,0
PE28,,247,3,0,222,0,9,0,67,0,139
S61,,121,1,0,223,0,13,0,54,0,160
LS23,,142,1,0,223,0,14,0,21,56,103
WS14,,182,1,0,223,0,13,0,46,0,120
TS28,,30,0,0,223,0,18,0,6,0,71
RG18,YES,148,0,0,223,0,11,0,27,0,0
SK5,,233,1,0,224,0,9,0,11,0,110
IP5,YES,220,2,0,224,0,5,0,20,0,0
OL14,YES,329,1,0,225,0,8,0,13,0,0
SS4,,270,2,0,225,0,17,0,24,3,15
PE3,,181,5,8,225,0,20,0,55,0,171
LS9,,192,1,16,225,0,11,0,36,49,122
MK41,,43,0,17,225,0,7,0,0,0,0
DH4,,147,1,0,228,0,9,0,44,0,110
CV3,,227,2,0,228,0,26,0,12,0,125
M14,,120,0,0,229,0,24,0,8,0,84
TF9,,145,1,0,230,0,12,0,17,0,96
HP21,,157,1,0,230,0,11,0,55,52,128
B31,,268,2,0,230,0,21,0,14,0,88
NE47,,119,0,0,230,0,4,0,25,0,55
DH6,,332,0,0,230,0,13,0,23,0,180
MK4,,245,0,12,230,0,7,0,43,3,156
ME11,,181,0,0,233,0,10,0,20,45,73
HR1,,117,3,9,233,0,13,0,46,0,120
RH15,,158,0,0,234,0,12,5,42,0,11
TW9,,226,4,0,236,0,9,0,56,0,87
GU29,,170,1,0,237,0,9,0,33,0,52
SL2,YES,192,0,26,237,0,23,0,4,0,0
M41,,287,1,0,238,0,17,0,35,118,54
DN17,,175,0,18,238,0,16,0,25,36,156
GU9,YES,93,2,0,239,0,15,0,20,0,0
NN3,,271,0,0,239,0,19,0,68,0,146
B10,,295,1,0,240,0,14,0,0,0,0
NN4,,233,2,0,240,0,18,0,50,0,55
SK7,,334,2,0,240,0,22,0,14,0,74
BS20,,391,0,70,240,0,10,12,50,0,214
HX7,YES,235,0,0,241,0,11,0,55,0,0
YO25,YES,195,2,0,242,0,20,0,10,0,0
PE6,,111,1,0,243,0,14,0,36,0,75
IG11,,572,2,0,243,0,13,0,31,12,282
M35,,105,1,0,244,0,13,0,31,0,108
KT22,,404,2,0,245,0,11,0,45,0,102
NG5,,208,0,0,245,0,10,0,40,48,102
B45,,305,1,0,247,0,17,0,29,10,171
GU2,,160,2,0,247,0,10,0,30,0,42
LS20,,334,0,0,247,0,16,0,19,75,26
B36,,168,2,0,248,0,19,0,16,0,28
CM1,,424,4,11,248,0,28,36,32,0,65
FY5,,221,1,6,249,0,13,0,46,70,106
CA13,,197,1,0,251,0,9,0,67,0,104
LE4,,386,6,0,251,0,31,0,13,0,133
SK15,,358,0,0,251,0,19,0,42,0,97
SA2,,244,0,16,251,0,17,0,18,0,65
KT6,,337,2,0,252,0,11,0,45,0,156
WN6,,376,3,0,253,0,24,0,29,45,183
SO50,,55,0,0,253,0,11,0,45,0,190
ST21,,197,1,59,254,0,9,55,33,55,96
RG42,,289,1,0,255,0,16,0,19,0,132
NG8,YES,148,3,0,255,0,27,0,26,0,0
SE12,,239,1,9,256,0,14,0,36,66,222
SL6,,296,7,0,257,0,19,0,32,0,146
SK8,,203,2,0,260,0,14,0,29,0,144
WV3,,283,2,0,260,0,11,0,27,0,264
HX2,YES,447,0,0,260,0,20,0,35,0,0
RG14,YES,192,3,0,261,0,20,0,20,0,0
SP10,,135,0,0,262,0,11,0,27,0,47
LS2,,224,0,12,266,0,18,0,44,103,377
ST12,,83,1,0,267,0,13,0,8,149,0
IG4,,402,0,0,269,0,12,0,33,75,349
NG21,,270,1,0,270,0,17,12,29,0,123
NE3,,201,3,0,270,0,16,0,25,0,124
SR7,YES,283,1,0,273,0,11,0,9,0,0
GU19,,514,3,0,273,0,28,0,14,0,57
RM15,,253,2,0,276,0,9,0,33,0,150
LL22,,120,3,24,276,0,30,0,7,0,7
KT20,YES,147,1,0,277,0,10,0,10,0,0
TW16,,169,0,0,278,0,15,0,33,32,89
DL1,,265,0,0,279,0,24,0,17,0,93
HA0,,264,1,0,280,0,15,0,20,0,123
B8,YES,417,1,0,283,0,18,0,11,0,0
SL8,,373,3,0,283,0,21,0,19,0,118
B33,YES,655,1,42,283,0,16,0,6,0,0
RG45,,333,0,0,287,0,13,0,23,0,161
CV5,,258,5,11,287,0,13,0,38,0,115
TN32,,216,2,0,288,0,16,0,69,0,75
HU17,YES,233,2,10,288,0,18,0,33,0,0
BL4,,265,1,22,288,0,21,4,33,66,110
CB7,YES,331,2,0,289,0,9,0,56,0,0
NE44,,340,1,0,290,0,8,0,38,0,131
CB22,,327,2,0,290,0,12,0,75,0,287
OL6,,297,1,0,291,0,12,0,42,48,210
BL0,,234,2,0,291,0,10,0,30,0,35
WC1A,,259,1,0,292,0,16,0,6,0,50
NN7,,308,1,0,292,0,20,0,20,0,47
PO36,,269,0,0,294,0,16,0,38,0,69
EX8,,320,3,4,294,0,15,0,73,3,133
LS12,,186,4,0,295,0,19,0,21,38,154
NP25,,248,2,27,297,0,18,0,39,0,149
WV1,,241,0,0,298,0,16,60,50,43,501
SS7,,66,4,11,301,0,6,0,50,0,186
SM7,,155,0,11,303,0,30,0,3,0,23
BS36,,288,1,0,306,0,6,0,83,0,31
B61,YES,381,1,0,308,0,12,0,17,0,0
CV6,,197,3,0,308,0,32,0,3,0,49
CB21,,225,1,0,309,0,15,0,33,0,96
NE31,,398,3,10,310,0,11,0,45,0,162
LS25,,195,0,124,310,0,13,0,23,72,90
RH2,,159,2,0,311,0,18,0,22,0,34
DN3,,182,0,0,313,0,26,0,12,56,15
HA1,,169,1,0,319,0,11,0,18,0,12
BS35,,206,5,16,326,0,16,0,44,25,110
SL9,,249,0,0,328,0,15,0,33,0,132
M13,,364,0,0,328,0,17,0,18,210,0
B32,YES,131,0,0,330,0,15,0,20,0,0
OX13,,346,0,0,331,0,9,0,44,76,97
GU52,YES,259,0,0,332,0,9,0,22,0,0
GU23,,363,4,0,339,0,19,0,32,0,60
DN2,,254,0,0,339,0,20,0,20,2,68
LA23,,328,0,0,339,0,21,0,43,0,203
SE1,,180,3,0,341,0,18,0,22,53,75
OL8,,513,0,0,343,0,17,0,18,100,44
SP11,,380,1,0,348,0,19,0,21,0,143
AL5,,404,3,0,348,0,21,0,33,0,222
PE24,,256,2,0,350,0,24,0,25,7,97
CM3,,564,4,0,350,0,28,0,46,0,260
M9,,148,2,0,351,0,20,0,0,0,0
NE42,,307,3,0,351,0,10,0,20,0,101
WC1B,,333,2,0,352,0,18,0,6,0,18
B93,,205,6,38,354,0,7,0,43,0,374
KT8,,253,2,0,357,0,6,0,33,0,110
WV2,,86,0,0,357,0,7,0,0,0,0
S26,,274,2,5,359,0,15,0,20,0,206
NE9,,414,1,0,360,0,17,0,29,40,0
B92,,389,5,0,361,0,14,0,43,0,68
NG19,,457,1,0,363,0,17,0,35,0,246
KT9,,278,1,0,364,0,14,0,21,0,80
BS30,,248,0,0,365,0,13,73,54,25,54
SP6,,324,1,0,367,0,16,0,50,0,237
HU11,,241,1,0,368,0,14,0,0,0,0
BS7,,427,2,0,368,0,15,0,27,0,42
BD3,YES,492,0,0,368,0,17,0,12,0,0
PE4,,257,1,24,368,0,6,0,50,0,72
HX3,YES,384,2,0,372,0,22,0,45,0,0
SW11,,274,2,0,375,0,15,0,27,6,209
NR1,,410,2,0,382,0,26,0,46,0,135
DE23,,321,4,65,382,0,21,0,29,251,283
FY1,,409,1,7,384,0,12,0,58,0,84
SR6,YES,294,2,0,385,0,11,0,18,0,0
LU1,,340,0,19,386,0,12,0,33,53,168
LU2,,395,2,10,387,0,18,0,28,138,177
ST11,,336,2,0,390,0,11,0,64,0,153
DY5,YES,221,3,0,390,0,13,0,23,0,0
CW12,,324,0,0,394,0,11,0,27,0,151
M2,,258,1,0,400,0,15,0,40,0,92
SM3,,442,0,0,402,0,16,65,38,1,262
WV8,,297,0,27,403,0,16,0,0,0,0
LL11,,461,5,0,404,0,39,0,10,0,158
ST19,,694,5,3,412,0,18,0,39,0,348
CW10,,482,0,30,415,0,16,55,31,15,325
PL16,,446,3,0,417,0,17,0,47,0,219
BN1,,434,7,0,418,0,29,0,28,28,100
NE43,,342,1,0,420,0,14,0,43,0,189
CB6,,322,3,0,428,0,19,0,42,0,188
OX14,,422,2,0,431,0,19,0,5,30,0
B14,,358,5,0,447,0,20,16,25,12,103
CV7,YES,492,2,0,450,0,16,0,31,0,0
CA2,,364,0,4,456,0,15,0,33,0,77
NE8,,401,0,0,460,0,17,0,18,0,6
PL17,,649,4,0,478,0,18,13,56,0,74
KT10,YES,161,0,0,504,0,10,0,40,0,0
NE28,,543,1,0,505,0,18,0,44,0,126
NR10,,361,0,0,508,0,22,0,55,0,105
LL16,,588,0,0,513,0,42,0,5,0,79
CB24,,582,7,0,514,0,18,0,44,0,302
GU24,,230,6,0,522,0,13,0,23,0,60
BB3,,417,6,0,526,0,20,0,20,0,135
S1,,291,2,0,531,0,16,0,50,43,144
YO17,,416,6,4,543,0,13,0,0,0,0
SM1,,598,4,0,562,0,32,60,13,0,48
PE5,,449,4,0,584,0,22,0,64,0,150
DH3,,536,1,0,609,0,26,0,27,0,211
M50,,528,1,0,620,0,24,0,4,0,22
BN3,YES,292,4,0,622,0,21,0,19,0,0
B37,,576,0,0,623,0,14,0,43,0,180
OX18,,456,1,20,672,0,22,28,32,178,238
OL9,,372,1,0,676,0,28,0,14,57,121
OX12,,767,1,0,684,0,21,0,29,92,60
LL15,,689,5,0,730,0,36,0,25,0,155
BB9,YES,924,3,0,752,0,27,0,11,0,0
B90,,904,2,0,797,0,19,0,42,0,190
NE45,,754,1,0,864,0,19,0,32,0,284
BN23,,134,1,0,56,1,9,0,44,0,26
BN20,,134,2,10,0,2,10,0,10,144,0
TN3,,49,0,0,56,2,12,0,8,0,64
KT13,,44,3,0,99,2,12,0,50,0,21
NN16,,307,4,0,121,2,39,0,23,24,183
M19,,325,0,0,410,2,22,0,27,0,84
BH10,YES,46,0,0,9,3,6,0,33,0,0
HU16,YES,124,1,0,57,3,5,0,20,0,0
BH18,YES,35,0,15,58,3,4,0,25,0,0
BN10,,119,1,0,82,3,4,0,50,0,86
N15,,133,0,0,139,3,8,0,13,2,30
PE22,,150,0,8,209,3,22,0,32,0,22
DY12,,220,2,14,268,3,14,0,43,0,53
SW18,,507,2,0,422,3,28,0,29,120,473
LL13,,594,4,0,617,3,33,0,12,0,286
SP7,,293,2,0,0,4,15,2,67,121,292
ME15,YES,145,4,0,0,4,18,0,6,0,0
WN2,,112,0,0,0,4,5,0,40,67,28
DL8,,54,0,0,39,4,8,0,13,0,18
MK7,,183,1,6,136,4,14,0,14,0,37
PO4,,102,0,22,158,4,6,0,17,0,72
CO7,,241,0,4,168,4,15,0,20,0,58
NG25,,117,3,6,216,4,16,6,44,24,168
YO7,,45,0,0,43,5,7,0,0,0,0
PO7,,148,1,0,47,5,10,0,0,0,0
MK44,,133,1,7,121,5,8,0,13,4,60
RG41,,160,0,0,173,5,15,0,40,0,174
SP2,,265,1,17,203,5,15,0,33,0,155
CO3,,327,1,30,259,5,22,0,32,0,107
IG8,,60,1,0,0,6,14,24,50,35,180
WN3,,374,3,0,0,6,27,0,63,141,200
OX7,,34,0,1,7,6,17,0,12,0,15
CM16,,111,1,0,14,6,9,18,67,0,105
SR5,,255,0,0,24,6,22,0,41,30,123
WV16,,41,1,0,40,6,7,0,0,0,0
BH19,,32,0,33,45,6,6,9,17,0,7
CT9,,62,0,0,46,6,14,0,0,0,0
CA17,,50,2,21,53,6,3,17,100,0,6
BN24,,74,0,11,78,6,3,0,67,0,12
BL6,,298,2,0,151,6,14,0,29,0,89
CM15,,214,2,21,228,6,17,0,29,0,33
BL3,,325,2,0,307,6,38,2,26,60,142
BL1,,413,1,0,464,6,32,14,44,104,282
NN2,,35,0,0,19,7,11,0,36,0,71
BN25,YES,90,3,10,56,7,8,0,25,0,0
BN9,,29,1,4,67,7,6,0,33,12,48
OX39,,59,2,0,116,7,11,0,55,0,100
BL5,,287,2,19,222,7,11,0,36,8,0
PL19,,228,3,10,224,7,15,0,27,0,46
LS26,,442,5,13,364,7,16,0,44,74,275
SO24,,8,2,0,0,8,9,0,0,0,0
NR13,,134,0,0,92,8,11,0,55,9,19
BL2,,319,4,0,233,8,20,0,20,0,23
M7,,160,0,6,331,8,11,0,27,64,150
HG3,,112,1,0,0,9,8,0,38,0,183
HP13,,126,6,0,0,9,17,67,41,54,232
CH43,,236,0,0,0,9,17,0,12,0,75
SS17,,43,0,6,59,9,7,0,0,0,0
TQ14,YES,163,0,0,94,9,7,0,29,0,0
M24,,177,0,53,122,9,10,0,20,0,58
SM6,,133,1,45,138,9,21,0,0,0,0
NG14,,93,0,0,144,9,11,0,0,0,0
EX13,,75,0,8,147,9,3,0,100,0,85
WC1N,,250,1,0,218,9,17,0,29,0,64
GL54,,259,1,0,238,9,17,6,47,0,123
LS15,,74,3,9,275,9,17,0,35,24,97
FY7,,228,4,0,283,9,13,0,38,0,88
BN7,,221,2,7,289,9,11,0,73,0,50
SN10,,452,4,47,365,9,42,0,17,0,268
CW6,,527,1,9,419,9,16,0,38,0,274
LE7,,0,0,0,0,10,13,0,15,0,36
LS3,,65,0,8,60,10,1,0,100,9,60
AL10,,106,2,8,87,10,13,18,15,0,88
SG1,YES,190,2,7,167,10,19,0,21,0,0
RG31,YES,168,0,8,271,10,15,0,20,0,0
CO4,,298,3,0,376,10,21,0,29,0,29
OX2,,946,0,35,1093,10,22,34,32,213,383
BB6,,137,1,0,0,11,7,7,43,0,79
L21,,210,1,0,0,11,14,43,36,0,125
PE10,,69,4,0,13,11,17,0,29,0,105
DT2,,51,0,9,41,11,7,0,0,0,0
MK8,,214,0,0,86,11,6,0,0,0,0
DE24,,143,4,12,131,11,28,0,21,235,136
GL4,,162,0,37,138,11,19,0,42,0,55
LS14,,344,3,0,141,11,20,0,30,0,127
N10,,239,1,17,198,11,25,0,40,0,91
NN15,,202,4,0,217,11,19,0,26,24,216
BB18,YES,400,1,0,364,11,9,0,11,0,0
NE40,,367,4,9,627,11,23,0,52,30,73
HP11,,198,2,0,0,12,13,0,54,36,146
WF11,,63,3,0,45,12,12,0,25,0,66
DE75,,84,1,0,50,12,6,0,17,0,46
DT7,YES,8,0,0,51,12,3,0,33,0,0
HR4,,274,2,13,67,12,15,10,27,0,75
TR17,,139,0,0,80,12,7,0,71,0,63
PE25,,199,2,27,94,12,21,0,24,40,74
NP26,,255,3,0,131,12,14,0,43,0,66
WR15,,316,0,0,151,12,27,0,22,0,22
RG40,,232,0,12,182,12,22,0,32,0,96
RG27,,145,2,41,187,12,19,0,11,3,0
B15,YES,85,1,25,193,12,18,0,6,0,0
BS6,,93,1,0,213,12,13,0,31,0,125
DG2,,318,0,24,219,12,25,0,20,5,244
NN14,,282,1,0,228,12,19,0,21,0,81
N11,,200,2,12,229,12,20,0,30,5,61
M15,,145,2,0,273,12,19,0,21,0,75
PL14,,251,2,0,292,12,10,0,40,0,29
LE15,,501,2,13,382,12,16,0,31,0,76
MK46,,141,0,0,408,12,21,0,29,0,41
E1,,431,9,13,575,12,19,0,16,36,1
TS20,,152,0,24,89,13,15,0,33,101,48
SK13,,138,4,23,223,13,22,0,14,0,14
SY8,,38,1,1,16,14,10,0,0,0,0
YO61,,41,1,0,38,14,7,0,0,0,0
WS15,,187,1,0,148,14,9,0,33,0,98
TA15,,200,0,0,148,14,20,94,35,0,89
FY6,,242,2,0,175,14,16,0,56,78,126
DL11,,274,1,1,245,14,17,0,6,29,0
ME19,,366,1,0,286,14,19,0,32,37,65
LE11,,276,1,0,299,14,11,0,55,0,170
CO15,,12,3,59,12,15,12,0,25,0,96
BH22,,72,1,24,58,15,7,0,29,0,25
BH21,,110,1,15,68,15,26,9,15,0,5
NN18,,499,7,0,71,15,26,0,35,12,240
DN1,,116,2,0,122,15,13,12,8,0,38
YO31,,140,2,38,132,15,11,0,18,0,49
M33,,249,1,85,206,15,13,0,31,30,81
RH1,,267,3,40,421,15,21,24,29,30,170
BS16,,667,3,0,549,15,34,0,29,25,86
PE29,,477,3,9,553,15,21,0,62,0,219
ME6,,182,1,0,0,16,12,0,42,88,149
S7,,307,1,0,0,16,21,2,24,24,93
LA16,,93,0,0,0,16,10,0,0,0,0
CA22,,101,0,16,74,16,5,0,60,0,34
GL56,,121,1,36,108,16,16,0,69,0,109
OX29,,99,2,18,83,17,25,0,4,0,7
SA31,,83,1,4,99,17,10,0,40,0,88
EX24,YES,0,0,0,12,18,3,0,33,0,0
NW11,,0,2,0,20,18,17,0,6,0,9
DA10,,88,3,0,24,18,21,0,10,0,60
PO18,,195,1,0,44,18,13,5,69,202,128
SS9,,75,0,0,54,18,7,0,71,0,14
WS7,,116,1,18,60,18,22,0,18,30,49
